var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,var-15,var-16,var-17,var-18,var-19,var-20,var-21,var-22,var-23,var-24,var-25,var-26,var-27,var-28,var-29,var-30,var-31,var-32,var-33,var-34,var-35,var-36,var-37,var-38,var-39,var-40,var-41,var-42,var-43,var-44,var-45,var-46,var-47,var-48,var-49,var-50,var-51,var-52,var-53,var-54,var-55,var-56,var-57,var-58,var-59,var-60,var-61,var-62,var-63,var-64,var-65,var-66,var-67,var-68,var-69,var-70,var-71,var-72,var-73,var-74,var-75,var-76,var-77,var-78,var-79,var-80,var-81,var-82,var-83,var-84,var-85,var-86,var-87,var-88,var-89,var-90,var-91,var-92,var-93,var-94,var-95,var-96,var-97,var-98,var-99,var-100,var-101,var-102,var-103,var-104,var-105,var-106,var-107,var-108,var-109,var-110,var-111,var-112,var-113,var-114,var-115,var-116,var-117,var-118,var-119,var-120,var-121,var-122,var-123,var-124,var-125,var-126,var-127,var-128,var-129,var-130,var-131,var-132,var-133,var-134,var-135,var-136,var-137,var-138,var-139,var-140,var-141,var-142,var-143,var-144,var-145,var-146,var-147,var-148,var-149,var-150,var-151,var-152,var-153,var-154,var-155,var-156,var-157,var-158,var-159,var-160,var-161,var-162,var-163,var-164,var-165,var-166,var-167,var-168,var-169,var-170,var-171,var-172,var-173,var-174,var-175,var-176,var-177,var-178,var-179,var-180,var-181,var-182,var-183,var-184,var-185,var-186,var-187,var-188,var-189,var-190,var-191,var-192,var-193,var-194,var-195,var-196,var-197,var-198,var-199,var-200,var-201,var-202,var-203,var-204,var-205,var-206,var-207,var-208,var-209,var-210,var-211,var-212,var-213,var-214,var-215,var-216,var-217,var-218,var-219,var-220,var-221,var-222,var-223,var-224,var-225,var-226,var-227,var-228,var-229,var-230,var-231,var-232,var-233,var-234,var-235,var-236,var-237,var-238,var-239,ETIQ
0.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.8333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,1.0,0.5,0.0,0.8333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.8333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.8333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,0.8333333333333333,0.0,0.8333333333333333,1.0,1.0,1.0,0.5,0.16666666666666666,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.16666666666666666,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.8333333333333333,0.16666666666666666,0.16666666666666666,0.8333333333333333,1.0,1.0,1.0,1.0,0.5,0.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.8333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.75,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,0.8333333333333333,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.8333333333333333,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,0.8333333333333333,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333333,1.0,1.0,1.0,0.16666666666666666,0.0,0.16666666666666666,0.8333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0,0.0
0.0,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333333,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.0,0.16666666666666666,0.8333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.8333333333333333,0.16666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333333,0.3333333333333333,0.8333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.8333333333333333,0.8333333333333333,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.5,0.8333333333333333,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.16666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.16666666666666666,0.8333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,1.0,1.0,0.8333333333333333,0.16666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333333,1.0,1.0,0.8333333333333333,0.6666666666666666,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.8333333333333333,0.6666666666666666,0.8333333333333333,1.0,0.6666666666666666,0.5,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,0.8333333333333333,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,0.8333333333333333,0.0,0.16666666666666666,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.8333333333333333,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.8333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0
0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333333,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.8333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333333,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.8333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.8333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.75,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8333333333333333,1.0,1.0,0.8333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333333,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.16666666666666666,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333333,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0
0.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.16666666666666666,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.5,0.0,0.3333333333333333,1.0,1.0,1.0,0.8333333333333333,0.16666666666666666,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.8333333333333333,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.0,0.0
