var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,var-15,var-16,var-17,var-18,var-19,var-20,var-21,var-22,var-23,var-24,var-25,var-26,var-27,var-28,var-29,var-30,var-31,var-32,var-33,var-34,var-35,var-36,var-37,var-38,var-39,var-40,var-41,var-42,var-43,var-44,var-45,var-46,var-47,var-48,var-49,var-50,var-51,var-52,var-53,var-54,var-55,var-56,var-57,var-58,var-59,var-60,var-61,var-62,var-63,var-64,var-65,var-66,var-67,var-68,var-69,var-70,var-71,var-72,var-73,var-74,var-75,ETIQ
0.15595468344599667,0.24703680509674442,0.1488474155221984,0.35268758569274267,0.7728973302727136,0.0690283711824157,0.558379226667821,0.16272641231562976,0.5163059847536173,0.05960110011611391,0.1728319841028995,0.5179367878637129,0.16256408894942195,0.5812137376196894,0.5657471787127925,0.14427469670779727,0.23058462180149122,0.3187079168183092,0.2552428477799968,0.048821434213998205,0.3198655681769894,0.5074178950314255,0.2133970221297922,0.3083037109654682,0.46845295628896355,0.24067464723085163,0.08780784671836354,0.39143954737001874,0.3858356182890197,0.04727944700577939,0.34310126146256903,0.34830353136157766,0.2238954428947686,0.10459276756059127,0.27296076313017636,0.31720124260365073,0.075406297245178,0.4169559866329943,0.24294458005788863,0.12721051571184872,0.40458913332957613,0.25265530465004643,0.3412956140185311,0.2043927287787932,0.38468949918834977,0.266929382583751,0.3457511202259698,0.24190853957299713,0.36150441604133626,0.16719189796766712,0.33203982719722147,0.17163268543756557,0.32477966744560244,0.29596028109235206,0.45018755840191743,0.13836300798758652,0.3910974201571037,0.0483809935387122,0.3663737153148522,0.3955684938535423,0.2791944975466656,0.5216402078305388,0.32777438108849466,0.35270045367619474,0.20854179463075972,0.21055808223553668,0.3016518653433671,0.26430682814857326,0.15075911118519666,0.5677194434726038,0.14146991217028057,0.7472500296658311,0.059206381520542535,0.6283515749152924,0.0958863551263874,0.5889165122884228,0.0
0.11312543660280944,0.21904055841026937,0.15140749840958254,0.29405189031827655,0.7517517786795911,0.08018209334952336,0.5671823871676729,0.1758599480714447,0.45698827133285375,0.0983854420128022,0.033047676361313415,0.6186545521052684,0.02440326858876319,0.7099620147877667,0.5388660957056602,0.13878256894289276,0.17062454611079403,0.01385318297156813,0.5312197913235279,0.12134934792069377,0.05489466517879733,0.4729504562696577,0.12641736823490365,0.29127287038283933,0.46204257918470737,0.23376816609585754,0.14696938184738526,0.08483143492859523,0.46387083435402543,0.07548390015943411,0.048024396982631966,0.41621568798092984,0.2620576003284072,0.16766011084929994,0.30812931101397173,0.36905870287999315,0.06777919782913497,0.09098338319931387,0.4119393776828985,0.07257109436209144,0.09915755440651022,0.3670219527449909,0.3821119248624526,0.043294779294212174,0.39207327395562824,0.30637032355376426,0.020410142335883223,0.16096396179746783,0.02221369431742888,0.12031083710935965,0.35140687449227237,0.4259650658651069,0.3246524171624857,0.4535336896415169,0.1083688816407655,0.5059351461768054,0.05097798640513999,0.27628260769519086,0.199469213497046,0.3037714181531129,0.2214504927703118,0.4532639203560884,0.05575446698255721,0.545837991744435,0.028773507266168383,0.3472385685172084,0.10226610618340408,0.15822697510973066,0.09005985711316847,0.511062769149044,0.09208126121418365,0.7283194976458592,0.030360181672465972,0.7118918127830204,0.162659580797231,0.6048741812193115,0.0
0.07482315787227534,0.28683470852373605,0.15633622750329113,0.15934762849866124,0.7683862853085007,0.1120904753835593,0.6207151740627901,0.07430388952848625,0.45341498894761867,0.07248130244761966,0.03263848703483619,0.556542819475929,0.12550494734412446,0.5691666741149343,0.5618361106914744,0.1730944769208639,0.2129508161606141,0.09906328661263752,0.230257170241568,0.08097442655997833,0.04546161701616303,0.369127463715926,0.21495229400632165,0.3532508943922491,0.45093275363360336,0.24292165283250994,0.17032702711907097,0.015010365194733774,0.2386220844393436,0.06633166234055618,0.04570159055232234,0.3087060550595332,0.26578360941069756,0.2809801300483115,0.2479736229252737,0.34683167870516785,0.12959195553947345,0.0690339660183573,0.22682905081808963,0.0799334789211618,0.15500659206121978,0.22889006531826708,0.39776027120628943,0.15301684118727985,0.36549619090530205,0.3007096894266111,0.052946475973613474,0.24355816523336715,0.06661639028817132,0.18746066969576017,0.2142660914707859,0.4251784788597039,0.28720195301556556,0.45535860925097554,0.1181803840372476,0.23520201852024494,0.1008193618096455,0.1346131568443591,0.1200799651572129,0.7649844239007357,0.16123171509963105,0.5945211008464164,0.13498822430275875,0.5105892920362957,0.08174284417275712,0.21384656017896972,0.03732176928757014,0.5183657364281704,0.08104670228279423,0.7306438731273817,0.09585353408483102,0.8210572622287532,0.08117982720339591,0.7114848872681442,0.13763610227700904,0.4445747478525218,0.0
0.14688360484762766,0.274149755593445,0.11310320118053527,0.378748248606081,0.6850802924236093,0.08967297531516455,0.5596954024818361,0.039040873064514,0.4638044557960545,0.2003273358998498,0.08002396707529454,0.44073825037226505,0.10628327359750502,0.5271690179458374,0.38677129008673417,0.19203045810863867,0.34670345006357034,0.09002709910257206,0.12417799166311907,0.30603748211962656,0.048738798957674176,0.3192525626941899,0.22321920976213544,0.4129543640269493,0.2089823395195918,0.2778625465641525,0.3429375653899797,0.11155528784735559,0.10930380352109355,0.3259268028615396,0.052402286066638666,0.1457372781781834,0.30627948546022027,0.4916252322176845,0.052950856486723624,0.3357096180443365,0.3550151596741284,0.12303669263864148,0.16022956834188393,0.26133778989427564,0.14428168630611266,0.04988285274871403,0.3665939497336763,0.34582375948742783,0.32401285456422707,0.07382856448631543,0.3397533464298538,0.1782704126502747,0.15823746330977828,0.2845130735647825,0.26574013089332615,0.03525929746482324,0.3336105547636416,0.060606882765368054,0.2803312140576479,0.34056723662946425,0.06968269893712327,0.36221167785104175,0.30102299641963637,0.0754009230453921,0.2881186010195559,0.19009381351295587,0.21136179802021812,0.44661227395760217,0.023023507876826034,0.4403237997184589,0.20097960388077277,0.19711018304863948,0.17867035732356742,0.2993697117809004,0.15949234050442196,0.6345840459537606,0.031959810712961216,0.651200756806961,0.121489202825944,0.686702815925968,0.0
0.14594517505778576,0.24840993370542785,0.16008462744201318,0.3297826572118454,0.7633023403025241,0.04359474066739337,0.5457603633115059,0.1667317527942668,0.43179447086619577,0.08033023394151242,0.21412220848424565,0.6203640698938484,0.10709941538392408,0.6076705715327466,0.5587081964733087,0.12846294092735283,0.10081709027484578,0.392564371464404,0.4665276501281998,0.11775545327005192,0.32089274841845244,0.4559738416932549,0.1735568085430806,0.12751522025992884,0.44451784912236575,0.183266460576292,0.1990450627545804,0.45205608540679193,0.3748410613710132,0.17761304846447226,0.2616795271414781,0.291571203328073,0.2802907815720834,0.24865978595280863,0.26515333436973115,0.2194162146407461,0.2362290500008204,0.2817228407757412,0.16347482688133114,0.16692312023205455,0.2757711169720954,0.25584391293629505,0.265314432909128,0.27796788424751284,0.1969447681378814,0.30680677930472894,0.3248087143738331,0.23159587779403318,0.24502266307059925,0.21168060918282722,0.19384982344550197,0.3515278725051166,0.18425824862148218,0.4144754848733453,0.21622317385713816,0.44601426478875017,0.25818782331738577,0.2409910826064717,0.19094704580967745,0.35672085574945794,0.07680347790554085,0.5066548571994397,0.1930989652393418,0.5239283381720838,0.11452801988526777,0.34481733457517016,0.040244005067273866,0.24885627421379466,0.06259198535252548,0.49927851303282184,0.02628471718771108,0.8407548186927922,0.060073810503192444,0.6945371180835687,0.13367902668648227,0.6936730916293854,0.0
0.16178106902243466,0.4490369832200092,0.18699497112663455,0.06467556842141155,0.646374525619669,0.07134713523779683,0.6618180776507195,0.15992937991746353,0.46689897223174837,0.3006084685981635,0.1462283021412116,0.4317310443297767,0.11943396286172267,0.5476895164329078,0.43386035464939504,0.11388337830459962,0.375934420532651,0.19867700076212264,0.12139960999415225,0.39432502001396363,0.3151961027043599,0.3812806817700387,0.19906455817624658,0.30806122040208156,0.3794667361348161,0.20987039387868084,0.27459297633407437,0.26987992988764525,0.22840814256930875,0.35689307376567164,0.30802298063305317,0.26949086041919984,0.23454610759693767,0.20388786393052982,0.2424506946617247,0.3424662329420261,0.15984260851753937,0.27576266936497507,0.2274398743647023,0.31720091333094275,0.2991294702756562,0.1292706864861971,0.29032166460427067,0.08539263824936848,0.5190309078350064,0.2314254764224346,0.3090796501378993,0.17917087393039635,0.29025214796916615,0.3647318383647031,0.424652396576073,0.11859575132603893,0.36552726507722255,0.266323317279694,0.24168547337042115,0.37127388666961697,0.350601944238156,0.4337866276961746,0.2805098084667612,0.16635580946529238,0.2173097152258032,0.3809113935598569,0.2258597733843622,0.37249527980461117,0.19300837859872297,0.5501612185755171,0.15612890733985627,0.09411244812168523,0.08699170474230516,0.3634942915699734,0.05365495508713304,0.6011652596258903,0.04015676786141745,0.7305443568583998,0.11503989924902115,0.60392737836971,0.0
0.21435555026672118,0.12343652330568705,0.15940567140944095,0.5240487858239912,0.7446644018121571,0.11804376244563396,0.4865162274878667,0.19905767989975243,0.5647250943842547,0.13959441354237498,0.27036211732828297,0.43044663517246673,0.25644628408174713,0.4494130413222954,0.5447551403382295,0.16839001710815232,0.23620964579054493,0.39960826135860716,0.10701011002930456,0.2790051352333637,0.33578309467690837,0.39707492751539053,0.20083966985062165,0.19484372278604994,0.45794998293239425,0.181102669074585,0.2925135017190486,0.38677491438198053,0.17089096136002002,0.43287566075132844,0.32313190180219303,0.2525720492234869,0.12766355959013795,0.24578922612475385,0.2868917531521684,0.18625639483463932,0.4033070378273889,0.35875519810602663,0.03770358554234126,0.5123486831219212,0.30402782588218163,0.13070385945942847,0.15275385598596894,0.35293183613311946,0.20251065240007005,0.29594776370679565,0.24414674532762418,0.46815328034895404,0.25392032855288643,0.4753476598288017,0.3007637443584408,0.2987465577724404,0.259693386107044,0.42538761385682944,0.27310468466424553,0.2546162143851741,0.2883712404987842,0.33985074429038914,0.4130081464982458,0.4266252888185538,0.2793477499001081,0.5091561068818358,0.18933205940940342,0.4220329948719424,0.1839513627154236,0.31295929073012013,0.2892032802448124,0.17576347752186605,0.18810091419683878,0.4868903660498332,0.10949635485371514,0.7219209632956258,0.04990358833397931,0.6017543430425574,0.14210568996022543,0.6920039254504984,0.0
0.17921442747147664,0.1854101959839986,0.15507095684706482,0.2502677877033296,0.8130725892714054,0.14387400969343442,0.567364168492317,0.18357318141744008,0.443367539078837,0.044551915110516926,0.1905091771174096,0.6437066093196743,0.2917161885005249,0.5778581753219744,0.510750404073048,0.22695057828042633,0.04520343424302725,0.3115658766883045,0.36431965897809004,0.11013707330308173,0.2571817454868033,0.41531992579389976,0.3112217020272896,0.1943219925854411,0.2964577711503566,0.2351668698129543,0.048777293510225195,0.17446411361837788,0.33243429075292885,0.12187490751069699,0.270956685670446,0.25233708213381234,0.31039825498774126,0.09506250252323457,0.16275153711925022,0.20632624536312255,0.2056092089671912,0.3193694936659113,0.23475022563439304,0.09987928692624466,0.31889431638950216,0.10739852911078902,0.24310136423889814,0.2659634350536,0.16645753290990845,0.20735095020853006,0.4054888770910118,0.29689216329704404,0.34426621803040963,0.1645420271212099,0.2272247951042602,0.07377492818541953,0.25004103872046635,0.17070274458309573,0.5153321506963557,0.28044380972774424,0.38332646726073166,0.12484403675917657,0.4835265815874907,0.45132321348340193,0.31906782959267915,0.44944764540736376,0.2941565168580153,0.2061457852105835,0.2527062702891004,0.044670145226479815,0.28364919248552045,0.5832297874810812,0.21013004488497397,0.7043459528198448,0.05094676654606381,0.874292601543885,0.05275671122050461,0.6640176060141553,0.24847009190935007,0.5139820248674282,0.0
0.13862476770485396,0.12054831058321777,0.10452038085986655,0.5088324678387781,0.7266347612875161,0.06133664041452524,0.5107891762739081,0.15016548032322727,0.5043225539873658,0.161469513096045,0.20133639806622833,0.5075255631395297,0.11272115628220336,0.47003296822851626,0.558155391397892,0.006488449843766713,0.24200477051894537,0.25154710894295745,0.16365127134716018,0.17183086230934616,0.40836113350971054,0.48090678708947526,0.07294605691944778,0.29887479623871677,0.45798419000736595,0.07472047853697916,0.12995072931855028,0.44452355889158607,0.3292564639263613,0.08947149810899567,0.49612737763494585,0.3587779724916951,0.03202148380826683,0.06613774329588586,0.20972999995416963,0.1971165179433591,0.12548774629318313,0.5633406474081587,0.18825394147148142,0.0850052938300734,0.5326827011442389,0.14581309004597545,0.23768051801398818,0.09666818187696716,0.15510248302166132,0.04743240393735727,0.4236515969001492,0.17702192085469887,0.45820175711336564,0.08068442071171979,0.01868201787607938,0.04708275293297882,0.051840958683869884,0.25634989847311307,0.3446989738611363,0.3517552506694525,0.3900596559355823,0.22707238842499883,0.07827263670178969,0.09307887102435353,0.015477679333630473,0.3622777745525207,0.16649237821687146,0.43831339324251023,0.1778729234586672,0.36230809138680475,0.035582579564523306,0.16394865127823782,0.0,0.3945605864310249,0.02036829781844149,0.7030259058785261,0.029423214510645765,0.6118412190719831,0.15694344715138742,0.7633835151534576,0.0
0.018700384503427793,0.1069360357099758,0.11911995148088095,0.4608756609111645,0.6030963591284039,0.04415032448237657,0.536932589127753,0.11162996666196666,0.6161233945222815,0.3088905443786917,0.00878600854177961,0.2671337817556742,0.06771341094870913,0.490144322660286,0.20228533134627347,0.04690633931250419,0.37011176479734537,0.0024324519678868657,0.1737201182927288,0.42267158854586906,0.0,0.026448841887183574,0.09807527605575829,0.30926678554495846,0.0935176514974578,0.05641424403058514,0.3269623646759073,0.015035268524113044,0.27820345753893677,0.35615312060264204,0.0,0.27672736753999455,0.060165496974650234,0.19600281192466246,0.2628220577549021,0.02244245594377871,0.24871475058785492,0.061049994531479246,0.4031823079744704,0.155723343081924,0.05744845611695829,0.4078173952487675,0.07229978495795454,0.09919885450739938,0.05875217401195907,0.38436770281476923,0.17388467316933312,0.18306768953131144,0.07814272956409254,0.2872096837237582,0.08777531165198685,0.49188118530530517,0.06263210535532918,0.28086167776483845,0.07335613992400511,0.31567418461990226,0.04150501893160671,0.4057755259295469,0.1232595871712245,0.33388998377856527,0.07265727758544889,0.03321601146616584,0.11330876435019813,0.41253797226949307,0.036170685201097084,0.5245929424931598,0.11706113528225943,0.24103886950139247,0.06177753569540014,0.2401165982651934,0.10480280373734704,0.5273814176433216,0.008674340010414835,0.6731876976796286,0.03128092876568859,0.6325763069708243,0.0
