var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,var-15,var-16,var-17,var-18,var-19,ETIQ
0.3891337395725546,0.1609256293870474,0.5713948017155013,0.6473981345115366,0.26705342744046745,0.5856917845892295,0.5783571149335418,0.42841738553417386,0.3055307650354505,0.4397908919688993,0.43422283768105097,0.3326362148929103,0.48705803178547386,0.3178022418938235,0.4612974897533914,0.286545362966694,0.5401834048603593,0.12484915650781919,0.3619399450601497,0.3633048461319011, 1
0.5647747160796638,0.4567586115559194,0.45750081610139914,0.35489690721649486,0.31038599283724627,0.3464298214910746,0.273663506645817,0.4961963219262489,0.5526550647032576,0.43156903462597185,0.36867647242287016,0.16860014516466343,0.43406067194698966,0.36092233618376507,0.2816333853138844,0.21327205187936787,0.3395859693977381,0.3552764437877109,0.6448564933219665,0.4717505364607236, 1
0.64180687029727,0.4038913035626136,0.2865922982541058,0.43295287187039766,0.4499026116824093,0.2682509125456273,0.2783302384675528,0.3989122191676936,0.40480440279637075,0.37371420292654656,0.44337986701099097,0.5378965886304082,0.4808717709789304,0.27947187601875767,0.6007065674896155,0.32129950261285656,0.638121078514499,0.16110084964905796,0.35191105427678315,0.4716140955830367, 1
0.38392161371504496,0.6091720143997496,0.33898037979670625,0.26863033873343156,0.4566674346032211,0.38001900095004754,0.38571393666927284,0.5524338799886245,0.48581982249987615,0.27025884966436464,0.7209226892224011,0.36244417926605726,0.6399932701765284,0.2627579807909321,0.41746822516318677,0.5415853428193667,0.4248574894666128,0.38852358083979804,0.4968859524486123,0.6067029682092755, 1
0.4723744554733709,0.515970959702373,0.5859157783356033,0.5029455081001473,0.4424047584141412,0.47491124556227815,0.5545592259577794,0.5051782159446393,0.18037582428479354,0.6867122229197855,0.5168980875032748,0.5826023841450662,0.49882228089247804,0.4315770995812122,0.7212646454052414,0.4409242586413146,0.5644460677528339,0.5195665558428766,0.4527446244198162,0.5339427692536683, 1
0.38788180738129,0.5806012738240004,0.5923770501029975,0.5465267550319097,0.3723061134730977,0.4969373468673434,0.5037260555121188,0.43816949473883776,0.38768654866379104,0.45319215724151246,0.6266576842945719,0.5566080677107039,0.9617305999896464,0.5574516638663891,0.45292080096049026,0.5650317950009444,0.4884361017988286,0.7290112055165621,0.7033484891541157,0.4352091886729264, 0
0.7039435864024834,0.3909243049953646,0.6083388678140864,0.5857511045655376,0.4604268330994617,0.6417820891044552,0.4538457779515246,0.5813465731348942,0.5010659923645199,0.7178007437098565,0.644797085719276,0.48866362394970897,0.6827017652844645,0.6244200917822303,0.5633357713591765,0.6304098721903922,0.392989916646013,0.7425686491811354,0.5434545798995927,0.5028218454248893, 0
0.2549981476513497,0.3950780789096644,0.44821414500714785,0.5273318605792833,0.36548893124175336,0.5104630231511575,0.3718847732603596,0.6584747369418902,0.6209157618126829,0.362679287197566,0.5893434135509064,0.4252463493547553,0.48502614277579326,0.3794417834842139,0.31367732497964484,0.4758295032424605,0.35355656722453405,0.6205885974633667,0.2380292696788861,0.414048448915295, 1
0.44660764700622135,0.3025994196756444,0.5538458074901222,0.6095483554246441,0.42082225061260387,0.5293389669483475,0.37789532838154805,0.2705114228836856,0.6858545292280234,0.6430434152701984,0.5524158838279877,0.41908300220207406,0.48902521095408186,0.25128520199613813,0.27371210134827434,0.3843102688408991,0.29113891026728067,0.345523950252432,0.30948659657099553,0.563252750524057, 1
0.35938118780260353,0.5372936657957788,0.47740243367065516,0.4437407952871871,0.28033174859153454,0.4755362768138407,0.5883624902267396,0.36063844914209875,0.5266374138529427,0.6400854783406577,0.19985777910849956,0.5538277953424287,0.3827587099446083,0.506808435940517,0.37853801250293256,0.5399735566328779,0.3819151850354157,0.3421499815293683,0.46530737899024344,0.5158705548182235, 1
0.6996129230061703,0.42163815211240474,0.28958654614631285,0.23067010309278355,0.3170670408612059,0.3575678783939197,0.5505521892103205,0.5943335861219072,0.21725172294114736,0.5422924614864537,0.4646755741856607,0.4713299789634258,0.6494797328777759,0.42053063169245425,0.5561734954390517,0.33197758609834416,0.5692986003313288,0.4107252801379141,0.5186369233683812,0.524925267610176, 1
0.46086434420470374,0.6285201728933142,0.6389229712844873,0.5810996563573884,0.5113933859718934,0.6620331016550828,0.49320758405003906,0.5541165039340221,0.8222891566265063,0.4627903607475732,0.7176291527876543,0.6554061535054805,0.7623078117720142,0.43500012538556054,0.4263417192222238,0.4924510482906252,0.3896374949452786,0.49932274350449457,0.5755422942123709,0.46077324766500044, 0
0.5297717139973684,0.3897323524808264,0.31067010367301906,0.45542464408443795,0.2696190336565648,0.3012150607530376,0.36646061376075056,0.5473860081524314,0.38471168625117763,0.38177910851402896,0.3906708085382437,0.4651789339008697,0.6488585184034787,0.28258143792160895,0.3636752549577026,0.6245419631052068,0.505550410247714,0.42686861223987194,0.4247773988822582,0.49592537924362134, 1
0.6624509766348574,0.5399906088589763,0.5263910307642086,0.42766323024054986,0.6122688336439985,0.4165958297914896,0.2989396012509773,0.6740686320978292,0.5709628638008827,0.7268556526778382,0.6001472110982198,0.6557629141191088,0.457809183620645,0.749680266820473,0.5979879386721499,0.6403450229805452,0.5838953313940596,0.7163403521733778,0.38314625367055033,0.45950806861735777, 0
0.4012825917551323,0.5767244181706539,0.3863818003759694,0.28636475208640155,0.48055375206819273,0.49868743437171864,0.2704505473025801,0.5951867475590104,0.6355545639347515,0.3965446467378181,0.3543670546552391,0.3056823354287893,0.5921468136874255,0.46663490232464827,0.49494224638781176,0.47716426367814646,0.43282764378236654,0.4971432089644133,0.41532869186321875,0.2972426538991082, 1
0.7415782010500901,0.438253247769604,0.5584610016096896,0.6105547373588611,0.7238360525268602,0.5191759587979399,0.4496432759968725,0.6526448004550194,0.49819029203232695,0.6978316511324671,0.5661514278228976,0.7418037324541439,0.8168840917326706,0.7392607267347091,0.3988932282682197,0.5126991122583895,0.3985859824421806,0.8444526536140871,0.6980321113952828,0.45576214633904316, 0
0.3284405779327789,0.27018794321971656,0.30609993583754513,0.3899484536082474,0.3122395124301003,0.36786839341967104,0.4134455629397967,0.4558725945587259,0.24977688531905406,0.44637079248563283,0.5530147086343052,0.40010087713902587,0.6665501889527359,0.5861148030192842,0.6601161972316907,0.4561103066171378,0.4736828374271142,0.3950498707055782,0.14927299422184337,0.4134158593914737, 1
