var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,var-15,var-16,var-17,var-18,var-19,var-20,ETIQ
0.1736388594463892,0.1597296053935978,0.1742916740295665,0.1379853265625731,0.1972500058353397,0.1982521208023928,0.1816488466691334,0.1335085655319587,0.1686873197179045,0.1498607079306464,0.1422697939729102,0.5714025946899135,0.4288890546751146,0.5780913011344704,0.20609823213950174,0.81332125135732,0.5934164659026848,0.7433544040285465,0.5289666836391932,0.37905809354424447,0.46149644387310973,0
0.1954836496470339,0.1982669190280532,0.1376892076201326,0.1895877703731367,0.1732362258878733,0.1591363510281298,0.1529011924901468,0.1778033647310175,0.1639230794147731,0.1784967397201295,0.1769686064973724,0.8235888725334455,0.6534725339011758,0.16022955651881965,0.5206693596399246,0.32777281162209315,0.8758781455377213,0.2244086817822748,0.2996973652858238,0.5607747498862288,0.6211920257460797,0
0.1587429838918195,0.1724548180835146,0.1770892639773804,0.1768079453427955,0.1691176567785268,0.1568268441977892,0.1559584774996766,0.1587644607730703,0.1761948608733608,0.162412140480632,0.1637789842294089,0.24999667668640035,0.9528169091459117,0.9965569925394552,0.04455638245043303,0.860161037286291,0.6384507883161097,0.6807264265136993,0.3707122468557705,0.6283277250473934,0.2780542864577055,0
0.1668471630774876,0.1665874078609278,0.1666917928586236,0.1666415392785174,0.1664764598259292,0.1667076157980913,0.1668230806190426,0.1665171359722252,0.1665473367558234,0.1666312347370077,0.1664639713986993,0.603190610968185,0.3816059859191179,0.28361821790671515,0.674964847134956,0.45683115105830563,0.6913320074144368,0.5574344843660456,0.5932334109452636,0.4504463008805179,0.298532461601781,0
0.1664850466780411,0.1839854609589709,0.1752678041325042,0.1684933256640921,0.1860080417241058,0.1475940933996639,0.1703312453214089,0.1598183067968258,0.1721864448362928,0.145591684777889,0.1816727877372709,0.6858614854745947,0.6618463200523511,0.1329781447122128,0.7678378139439905,0.9824132490111909,0.1271887958617349,0.437493982910937,0.14432527606371354,0.9126783329939849,0.9116744354016527,0
0.1242972052559522,0.1316246233395676,0.1989647288491828,0.2136960710734289,0.1596565920965404,0.1576449927480425,0.1399352449933503,0.1430046926800368,0.1789863099676891,0.1328952651639293,0.1267001861878939,0.9693881604049188,0.613326820546709,0.0442606328646209,0.004055144158407464,0.13397252704913387,0.6459094738858565,0.385231414010386,0.8932558703700675,0.5530964016775005,0.3030932825793519,0
0.1642498509602696,0.1483508345914194,0.1748013703453111,0.1842233740287218,0.1818426370344471,0.1655838144567349,0.1583361222150787,0.1631003694182954,0.1396068756901551,0.1782922113481218,0.157466039528067,0.941002271395834,0.3028605620290723,0.3661456016604264,0.8981962445391883,0.31436380495645067,0.6473859644096785,0.5076332654252055,0.8614979235089587,0.4787348283061365,0.30758109231485237,0
0.163604490711275,0.1595387185487966,0.1657881864190978,0.168076461582717,0.1648125807953979,0.1729434832985895,0.1696128808534522,0.1622800916480856,0.1671004122981951,0.1736393088729902,0.1670113864218806,0.5489821840124055,0.43603095762412225,0.06499417612685054,0.5845462257019302,0.8440678976619022,0.7347986329784071,0.3412801959454412,0.22812643821831585,0.7290630290837753,0.6524353656122307,0
0.1713070636624522,0.1468134880987621,0.1661879734913497,0.164918865883038,0.1621798415374594,0.1630565943503823,0.1705273011826112,0.168426053040288,0.1662111187504976,0.1514922401085254,0.1640062823454725,0.1564189183874064,0.2242989686860415,0.41287020771484073,0.03692486905862902,0.4966034986165482,0.3342745410188689,0.621124256004214,0.35219920480822703,0.4659707685025072,0.6025114967916138,0
0.2102976229831581,0.1587738142104557,0.1234143533937366,0.1203902140615918,0.1699669804130331,0.1248343987008158,0.1287599004398102,0.130250495579059,0.1623953115326244,0.2125326179912815,0.1652788545985415,0.8179828644296319,0.6578909387591091,0.5334837356527721,0.8551257407736,0.14968813497140154,0.1007042494763405,0.40107279713919103,0.7171687687288592,0.4651279146457412,0.5803748735327187,0
