var-0,var-1,var-2,var-3,var-4,ETIQ
0.5316455696202531,0.3870967741935484,0.20408163265306123,0.014209591474245118,0.05964912280701754,0
0.6075949367088609,0.3790322580645161,0.2959183673469387,0.033747779751332155,0.11578947368421053,0
0.7848101265822784,0.5,0.22448979591836732,0.023090586145648316,0.022807017543859647,0
0.5569620253164558,0.19354838709677416,0.14285714285714285,0.023090586145648316,0.03859649122807017,0
0.5063291139240507,0.27419354838709675,0.13265306122448978,0.024866785079928955,0.010526315789473682,0
0.5063291139240507,0.2258064516129032,0.19387755102040816,0.023090586145648316,0.13508771929824562,0
0.5696202531645569,0.3991935483870968,0.14285714285714285,0.026642984014209597,0.05964912280701754,0
0.620253164556962,0.3790322580645161,0.22448979591836732,0.024866785079928955,0.11228070175438595,0
0.518987341772152,0.3588709677419355,0.20408163265306123,0.024866785079928955,0.012280701754385963,0
0.5316455696202531,0.5040322580645161,0.09183673469387756,0.014209591474245118,0.06666666666666667,0
0.518987341772152,0.14919354838709678,0.1020408163265306,0.026642984014209597,0.03684210526315789,0
0.5696202531645569,0.435483870967742,0.21428571428571425,0.014209591474245118,0.07017543859649122,0
0.6455696202531647,0.3508064516129032,0.2551020408163265,0.015985790408525758,0.08596491228070174,0
0.5949367088607596,0.3064516129032258,0.173469387755102,0.06394316163410303,0.047368421052631574,0
0.7215189873417722,0.3709677419354839,0.14285714285714285,0.014209591474245118,0.05087719298245614,0
0.5569620253164558,0.31854838709677424,0.19387755102040816,0.0177619893428064,0.07543859649122807,0
0.5822784810126582,0.31854838709677424,0.13265306122448978,0.012433392539964477,0.03333333333333333,0
0.620253164556962,0.24999999999999997,0.13265306122448978,0.015985790408525758,0.07368421052631578,0
0.6835443037974684,0.407258064516129,0.19387755102040816,0.021314387211367677,0.031578947368421054,0
0.6329113924050633,0.2661290322580645,0.11224489795918366,0.021314387211367677,0.047368421052631574,0
0.45569620253164556,0.29435483870967744,0.1020408163265306,0.015985790408525758,0.042105263157894736,0
0.4810126582278482,0.3870967741935484,0.11224489795918366,0.010657193605683837,0.014035087719298244,0
0.5569620253164558,0.3991935483870968,0.173469387755102,0.005328596802841919,0.010526315789473682,0
0.4683544303797469,0.28629032258064513,0.16326530612244897,0.033747779751332155,0.05614035087719298,0
0.7088607594936709,0.3870967741935484,0.1530612244897959,0.021314387211367677,0.014035087719298244,0
0.44303797468354444,0.2258064516129032,0.22448979591836732,0.030195381882770878,0.07894736842105263,0
0.518987341772152,0.36693548387096775,0.22448979591836732,0.015985790408525758,0.03508771929824561,0
0.6455696202531647,0.3870967741935484,0.20408163265306123,0.026642984014209597,0.02631578947368421,0
0.5063291139240507,0.4274193548387097,0.18367346938775508,0.015985790408525758,0.029824561403508767,0
0.5696202531645569,0.3991935483870968,0.16326530612244897,0.015985790408525758,0.05263157894736841,0
0.6962025316455696,0.31854838709677424,0.09183673469387756,0.023090586145648316,0.03684210526315789,0
0.6455696202531647,0.4274193548387097,0.18367346938775508,0.019538188277087035,0.05263157894736841,0
0.5696202531645569,0.29435483870967744,0.173469387755102,0.03552397868561279,0.12456140350877193,0
0.3164556962025318,0.3064516129032258,0.14285714285714285,0.023090586145648316,0.031578947368421054,0
0.6582278481012658,0.47177419354838707,0.173469387755102,0.019538188277087035,0.0807017543859649,0
0.6582278481012658,0.42338709677419356,0.1224489795918367,0.024866785079928955,0.04912280701754385,0
0.6075949367088609,0.342741935483871,0.18367346938775508,0.030195381882770878,0.04035087719298246,0
0.518987341772152,0.3588709677419355,0.13265306122448978,0.012433392539964477,0.021052631578947364,0
0.8227848101265822,0.3629032258064516,0.1530612244897959,0.005328596802841919,0.06842105263157895,0
0.44303797468354444,0.40322580645161293,0.22448979591836732,0.014209591474245118,0.045614035087719294,0
0.7088607594936709,0.3870967741935484,0.22448979591836732,0.012433392539964477,0.06491228070175438,0
0.5696202531645569,0.3508064516129032,0.14285714285714285,0.024866785079928955,0.017543859649122806,0
0.8101265822784811,0.45967741935483875,0.2551020408163265,0.019538188277087035,0.07368421052631578,0
0.7088607594936709,0.5241935483870968,0.13265306122448978,0.026642984014209597,0.021052631578947364,0
0.7341772151898736,0.3064516129032258,0.21428571428571425,0.015985790408525758,0.10175438596491226,0
0.5316455696202531,0.31854838709677424,0.16326530612244897,0.024866785079928955,0.02631578947368421,0
0.5569620253164558,0.38306451612903225,0.11224489795918366,0.030195381882770878,0.08771929824561403,0
0.6962025316455696,0.2540322580645161,0.173469387755102,0.021314387211367677,0.045614035087719294,0
0.44303797468354444,0.3629032258064516,0.23469387755102036,0.021314387211367677,0.008771929824561401,0
0.6708860759493671,0.3064516129032258,0.173469387755102,0.024866785079928955,0.2526315789473684,0
0.44303797468354444,0.435483870967742,0.23469387755102036,0.010657193605683837,0.007017543859649121,0
0.4810126582278482,0.47177419354838707,0.1020408163265306,0.021314387211367677,0.05964912280701754,0
0.6329113924050633,0.3064516129032258,0.1530612244897959,0.008880994671403197,0.05087719298245614,0
0.6835443037974684,0.3024193548387097,0.18367346938775508,0.008880994671403197,0.06842105263157895,0
0.518987341772152,0.3588709677419355,0.1530612244897959,0.014209591474245118,0.06666666666666667,0
0.620253164556962,0.41935483870967744,0.19387755102040816,0.003552397868561279,0.03684210526315789,0
0.35443037974683556,0.33870967741935487,0.13265306122448978,0.012433392539964477,0.05964912280701754,0
0.6962025316455696,0.3991935483870968,0.19387755102040816,0.0177619893428064,0.043859649122807015,0
0.518987341772152,0.435483870967742,0.16326530612244897,0.014209591474245118,0.029824561403508767,0
0.5696202531645569,0.33064516129032256,0.173469387755102,0.026642984014209597,0.08947368421052632,0
0.4810126582278482,0.3064516129032258,0.1224489795918367,0.007104795737122559,0.07894736842105263,0
0.45569620253164556,0.2661290322580645,0.20408163265306123,0.012433392539964477,0.05087719298245614,0
0.6329113924050633,0.3991935483870968,0.16326530612244897,0.026642984014209597,0.047368421052631574,0
