var-0,var-1,var-2,ETIQ
0.1750330694097256,0.0,0.0,0
0.15270201000667297,0.181818182,0.0,0
0.11127855235247877,0.272727273,0.0,0
0.07298056629675417,0.454545455,0.0,0
0.0811524025777178,0.545454545,0.0,0
0.05388816929208376,0.727272727,0.0,0
0.0706457562868992,0.818181818,0.0,0
0.046356631536775744,1.0,0.0,0
0.19412546766086722,0.0,0.6,0
0.17153085439494306,0.181818182,0.6,0
0.17153085439494306,0.272727273,0.6,0
0.16490316778169098,0.454545455,0.6,0
0.17153085439494306,0.545454545,0.6,0
0.13387316561840293,0.727272727,0.6,0
0.07298056629675417,0.818181818,0.6,0
0.04726048267883168,1.0,0.6,0
0.146601431119164,0.0,0.2,0
0.10751278472129591,0.181818182,0.2,0
0.1315383556085479,0.272727273,0.2,0
0.09621547808833389,0.454545455,0.2,0
0.07765018631646417,0.545454545,0.2,0
0.0773866337000638,0.727272727,0.2,0
0.10751278472129591,0.818181818,0.2,0
0.08491817145537187,1.0,0.2,0
0.1562042250214555,0.0,0.8,0
0.13387316561840293,0.181818182,0.8,0
0.14517047225136495,0.272727273,0.8,0
0.13010739674074892,0.454545455,0.8,0
0.15646777888432703,0.545454545,0.8,0
0.14517047225136495,0.727272727,0.8,0
0.15646777888432703,0.818181818,0.8,0
0.0953116256998068,1.0,0.8,0
0.18659392990555915,0.0,0.4,0
0.17943913681303522,0.181818182,0.4,0
0.1225758589854409,0.272727273,0.4,0
0.1404335265846853,0.454545455,0.4,0
0.1225758589854409,0.545454545,0.4,0
0.14919979499189054,0.727272727,0.4,0
0.1639993166396351,0.818181818,0.4,0
0.13763893449605688,1.0,0.4,0
0.17529662327259712,0.0,1.0,0
0.12125809216402547,0.181818182,1.0,0
0.09256290001059239,0.272727273,1.0,0
0.09244970921067988,0.454545455,1.0,0
0.11775587714924304,0.545454545,1.0,0
0.10920729620549532,0.727272727,1.0,0
0.13010739674074892,0.909090909,1.0,0
1.0000000000000002,0.0,0.0,1
1.0000000000000002,0.090909091,0.0,1
1.0000000000000002,0.272727273,0.0,1
0.8832611660391966,0.363636364,0.0,1
0.5744681205645095,0.545454545,0.0,1
0.5142158185220451,0.636363636,0.0,1
0.3183958393769786,0.818181818,0.0,1
0.3050272765970331,0.909090909,0.0,1
1.0000000000000002,0.0,0.6,1
1.0000000000000002,0.090909091,0.6,1
0.9698738489787678,0.272727273,0.6,1
0.7702880997095761,0.363636364,0.6,1
0.5707023516868555,0.545454545,0.6,1
0.5368104317879694,0.636363636,0.6,1
0.3824139090506258,0.818181818,0.6,1
0.34475622152055674,0.909090909,0.6,1
0.6497834968711187,0.0,0.2,1
0.5292788940326613,0.090909091,0.2,1
0.41630582894951185,0.272727273,0.2,1
0.3824139090506258,0.363636364,0.2,1
0.29956699498870853,0.545454545,0.2,1
0.2506119995792063,0.636363636,0.2,1
0.20542277429382924,0.818181818,0.2,1
1.0000000000000002,0.0,0.8,1
0.8907927025480334,0.181818182,0.8,1
0.9472792357128438,0.272727273,0.8,1
0.6987384922806209,0.454545455,0.8,1
0.6686123412593887,0.545454545,0.8,1
0.3708530498012633,0.727272727,0.8,1
0.3372246837652487,0.818181818,0.8,1
0.3360572787603212,1.0,0.8,1
1.0000000000000002,0.0,0.4,1
1.0000000000000002,0.181818182,0.4,1
1.0000000000000002,0.272727273,0.4,1
1.0000000000000002,0.454545455,0.4,1
1.0000000000000002,0.545454545,0.4,1
0.8192430951190784,0.727272727,0.4,1
0.5368104317879694,0.818181818,0.4,1
0.438900442215436,1.0,0.4,1
1.0000000000000002,0.0,1.0,1
0.8644323216509265,0.181818182,1.0,1
1.0000000000000002,0.272727273,1.0,1
0.7627565619542679,0.454545455,1.0,1
0.6460177279934647,0.545454545,1.0,1
0.3861796779282797,0.727272727,1.0,1
0.438900442215436,0.818181818,1.0,1
0.30709853274401655,1.0,1.0,1
0.23878758646697237,0.0,0.0,2
0.20892498930861172,0.181818182,0.0,2
0.21295431204913726,0.272727273,0.0,2
0.1750330694097256,0.454545455,0.0,2
0.14893624112901901,0.545454545,0.0,2
0.15127105113887399,0.727272727,0.0,2
0.17153085439494306,0.818181818,0.0,2
0.1315383556085479,1.0,0.0,2
0.5179815873996992,0.181818182,0.6,2
0.2845039194780924,0.363636364,0.6,2
0.23295056144233486,0.454545455,0.6,2
0.19789123653852117,0.636363636,0.6,2
0.19064960803237188,0.727272727,0.6,2
0.17529662327259712,0.909090909,0.6,2
0.18282816102790514,1.0,0.6,2
0.30709853274401655,0.090909091,0.2,2
0.23931469294624427,0.181818182,0.2,2
0.19789123653852117,0.363636364,0.2,2
0.19412546766086722,0.454545455,0.2,2
0.19789123653852117,0.636363636,0.2,2
0.14517047225136495,0.727272727,0.2,2
0.06985509594475578,0.909090909,0.2,2
0.4690265932366682,0.0,0.8,2
0.34852199039821075,0.181818182,0.8,2
0.35605352815351876,0.272727273,0.8,2
0.26190930621216835,0.454545455,0.8,2
0.2355489240685902,0.545454545,0.8,2
0.23931469294624427,0.727272727,0.8,2
0.2091885431714833,0.818181818,0.8,2
0.16023354776198104,1.0,0.8,2
0.5819996583198175,0.181818182,0.4,2
0.3899454468059337,0.363636364,0.4,2
0.35605352815351876,0.454545455,0.4,2
0.2468462307015523,0.636363636,0.4,2
0.20542277429382924,0.727272727,0.4,2
0.19322161527234008,0.909090909,0.4,2
0.1934851691352116,1.0,0.4,2
0.45396351772605203,0.181818182,1.0,2
0.4840896687472842,0.272727273,1.0,2
0.3635850659088268,0.454545455,1.0,2
0.2845039194780924,0.545454545,1.0,2
0.1903596987832132,0.727272727,1.0,2
0.17153085439494306,0.818181818,1.0,2
0.13556767834907343,1.0,1.0,2
0.3937112156835878,0.090909091,0.0,3
0.26190930621216835,0.272727273,0.0,3
0.23931469294624427,0.363636364,0.0,3
0.17529662327259712,0.545454545,0.0,3
0.19412546766086722,0.636363636,0.0,3
0.21295431204913726,0.818181818,0.0,3
0.20542277429382924,0.909090909,0.0,3
0.37864814017297177,0.0,0.6,3
0.30333276386636254,0.090909091,0.6,3
0.25814353733451434,0.363636364,0.6,3
0.2242516186820994,0.454545455,0.6,3
0.18659392990555915,0.636363636,0.6,3
0.16569382937030566,0.727272727,0.6,3
0.1639993166396351,0.909090909,0.6,3
0.1393334472267275,1.0,0.6,3
0.41630582894951185,0.181818182,0.2,3
0.3824139090506258,0.272727273,0.2,3
0.29956699498870853,0.454545455,0.2,3
0.2506119995792063,0.545454545,0.2,3
0.20542277429382924,0.727272727,0.2,3
0.14517047225136495,0.818181818,0.2,3
0.1639993166396351,1.0,0.2,3
0.10410324109812766,0.0,0.8,3
0.09489771002044736,0.181818182,0.8,3
0.0732069491430504,0.272727273,0.8,3
0.03713058105079711,0.454545455,0.8,3
0.04726048267883168,0.545454545,0.8,3
0.012728265500761088,0.727272727,0.8,3
0.0,0.818181818,0.8,3
0.05543231895979531,0.090909091,0.4,3
0.05309750770346913,0.181818182,0.4,3
0.0811524025777178,0.454545455,0.4,3
0.07245345981748227,0.545454545,0.4,3
0.045189226531848176,0.727272727,0.4,3
0.019149246061508557,0.818181818,0.4,3
0.046356631536775744,1.0,0.4,3
0.4916212065025922,0.0,1.0,3
0.27320661284513037,0.181818182,1.0,3
0.2807381506004385,0.272727273,1.0,3
0.26190930621216835,0.454545455,1.0,3
0.16776508551728905,0.545454545,1.0,3
0.1639993166396351,0.727272727,1.0,3
0.2091885431714833,0.818181818,1.0,3
0.1639993166396351,1.0,1.0,3
0.4803238998696302,0.0,0.0,4
0.14140470337371094,0.181818182,0.0,4
0.09998124696598795,0.272727273,0.0,4
0.17153085439494306,0.454545455,0.0,4
0.03972894492352361,0.545454545,0.0,4
0.11504432123013283,0.727272727,0.0,4
0.13010739674074892,0.818181818,0.0,4
0.14517047225136495,1.0,0.0,4
0.450197748848398,0.0,0.6,4
0.37864814017297177,0.181818182,0.6,4
0.42007159782716585,0.272727273,0.6,4
0.3635850659088268,0.454545455,0.6,4
0.3067217880812325,0.545454545,0.6,4
0.23931469294624427,0.727272727,0.6,4
