var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,ETIQ
0.17806739625729,0.1553191572803768,0.1791350582677306,0.1197569301939057,0.2166828387918906,0.5714025946899135,0.4288890546751146,0.5780913011344704,0.20609823213950174,0.81332125135732,0.5934164659026848,0.7433544040285465,0.5289666836391932,0.37905809354424447,0.46149644387310973,0
0.2050942826497329,0.1848939641784344,0.1263242506108686,0.1691243653518597,0.1462190304892437,0.8235888725334455,0.6534725339011758,0.16022955651881965,0.5206693596399246,0.32777281162209315,0.8758781455377213,0.2244086817822748,0.2996973652858238,0.5607747498862288,0.6211920257460797,0
0.1594755347113486,0.1797009289164055,0.1809596582305868,0.1535634810386981,0.1770345265460355,0.24999667668640035,0.9528169091459117,0.9965569925394552,0.04455638245043303,0.860161037286291,0.6384507883161097,0.6807264265136993,0.3707122468557705,0.6283277250473934,0.2780542864577055,0
0.1668073420087265,0.1665124229533821,0.1663820056919357,0.166902870251824,0.1666125442259481,0.603190610968185,0.3816059859191179,0.28361821790671515,0.674964847134956,0.45683115105830563,0.6913320074144368,0.5574344843660456,0.5932334109452636,0.4504463008805179,0.298532461601781,0
0.178053099216108,0.1765822887897595,0.1441917217136039,0.1830737449833395,0.1962154319792898,0.6858614854745947,0.6618463200523511,0.1329781447122128,0.7678378139439905,0.9824132490111909,0.1271887958617349,0.437493982910937,0.14432527606371354,0.9126783329939849,0.9116744354016527,0
0.2199447337440529,0.1795323955608035,0.1149443803766251,0.1103811278565247,0.1251265231733919,0.9693881604049188,0.613326820546709,0.0442606328646209,0.004055144158407464,0.13397252704913387,0.6459094738858565,0.385231414010386,0.8932558703700675,0.5530964016775005,0.3030932825793519,0
0.1961212878043667,0.1535045115164689,0.1577308523695318,0.1932625891116678,0.1542727282357739,0.941002271395834,0.3028605620290723,0.3661456016604264,0.8981962445391883,0.31436380495645067,0.6473859644096785,0.5076332654252055,0.8614979235089587,0.4787348283061365,0.30758109231485237,0
0.1678378552362531,0.1651448213538652,0.1562983957227756,0.168685789095203,0.174873421387035,0.5489821840124055,0.43603095762412225,0.06499417612685054,0.5845462257019302,0.8440678976619022,0.7347986329784071,0.3412801959454412,0.22812643821831585,0.7290630290837753,0.6524353656122307,0
0.1524981619785011,0.1552980398798349,0.1630761196346532,0.1475693390535827,0.1665299030330187,0.1564189183874064,0.2242989686860415,0.41287020771484073,0.03692486905862902,0.4966034986165482,0.3342745410188689,0.621124256004214,0.35219920480822703,0.4659707685025072,0.6025114967916138,0
0.2249418509399703,0.1956042548839729,0.1728060515648272,0.2317484571943033,0.102473708108407,0.8179828644296319,0.6578909387591091,0.5334837356527721,0.8551257407736,0.14968813497140154,0.1007042494763405,0.40107279713919103,0.7171687687288592,0.4651279146457412,0.5803748735327187,0
0.1679866351265955,0.1642060351039019,0.1686537908710784,0.1590899424527487,0.1720652127207214,0.5672354768631239,0.3741748177480889,0.6013045471136395,0.11291570189443623,0.7755127010728279,0.29243615611386725,0.6051651626525354,0.23840980845270232,0.8285982119821526,0.3296122702883846,0
0.1340047700287844,0.1396534839793826,0.191566038863823,0.2029224453611138,0.1612633568122591,0.09660583318435267,0.16636374579324753,0.8074497520247557,0.9476939242234907,0.4332315025514858,0.4208191010364537,0.13265411223986598,0.7731956472935795,0.7967089307104549,0.6189494294989428,0
0.1643428102305327,0.1597761719283166,0.1605676601847745,0.1698458855981171,0.1579608416378361,0.41408083174830124,0.24548187614075512,0.274703391965577,0.6172527709741663,0.17846041072072527,0.4786386597919468,0.4499216577719233,0.602813127842202,0.24085898676491,0.5530354895309557,0
0.0863447653362732,0.1573258623339636,0.0959401396920002,0.1980650267825565,0.2344431580721483,0.11948250433077712,0.45573485868103825,0.1649378065796322,0.648724831216227,0.821055674361497,0.3325969761525119,0.9046449682942743,0.5718849971437362,0.2189239199773382,0.27248978066800755,0
0.1854451637098714,0.1653259151617614,0.1563573615710494,0.162252811451753,0.133181122076911,0.7775113893753993,0.48013339022434753,0.34757125622081697,0.4347105489944344,0.005008574909348362,0.7290026374681177,0.33536935701559323,0.28410237973414054,0.5356216134803581,0.29157738662830207,0
0.2166750352267979,0.127069587149184,0.1241917039430033,0.067852917349442,0.154450843302477,0.7125732007896374,0.33165722263549546,0.31942323776053394,0.07992503242021254,0.44805592600101607,0.6640983907709369,0.6034290417012117,0.6487697524465489,0.38829535183053693,0.6169408336139366,0
0.1775594874298435,0.1522889864486806,0.2152422598902068,0.1894551684361591,0.1326812637246814,0.5828489673005941,0.390586941842884,0.8695455453974028,0.6733532167485129,0.2414082418108049,0.38749404344787164,0.48015174245335523,0.3433207511215978,0.8840253938463213,0.8347137676091377,0
0.1679691046219602,0.1877053221939452,0.1677003996433171,0.1719017463730678,0.1442669791050611,0.5253538488765902,0.9105338176465975,0.5201096943214129,0.6021048687389493,0.06277362381152096,0.5451666658079402,0.6166716662079512,0.21842246524967263,0.7539042975179459,0.7615732123915903,0
0.1647262230678864,0.1596085333783426,0.1485633890887861,0.1520989039667901,0.1822246073181099,0.48938611652176434,0.4614412627964344,0.4011298800689024,0.4204353581465221,0.5849350493343958,0.323462794473011,0.5855692544547928,0.6847569137207554,0.7309515619072623,0.7298168249064984,0
0.1713911926701432,0.1654362862442575,0.1258642116184194,0.1595085282349879,0.2238949542165073,0.5386670484231432,0.4898957587909363,0.16579644053220766,0.4413468174535875,0.9686781985609425,0.10286319907566878,0.5949515566240241,0.5271645937060985,0.7248187678437673,0.5874901948220669,0
0.1645658092449525,0.1551431522131834,0.1543372737556247,0.1675485856728274,0.1555215686140311,0.4151736932178327,0.035317829787831156,0.002830426682370324,0.5354184513162129,0.05057294182209637,0.8751031902578786,0.5240242969151534,0.2345622902814828,0.24877805869770503,0.6372806874296867,0
0.1169176045091638,0.1188738293607203,0.1610599912240715,0.2268591088395747,0.1648442908353819,0.09274340534219172,0.10875641262696911,0.4540783303488197,0.9926880657637538,0.48505535080507134,0.5849648517932753,0.5219743404943469,0.45044667336541666,0.48046720889391625,0.4565916450363374,0
0.1475651233551177,0.1373430807597202,0.1671837403293379,0.1422286482314103,0.2711633065304611,0.4586402838083844,0.4365108145371187,0.5011121848422556,0.4470874692740242,0.726215200566661,0.6962339401617462,0.5927847478242101,0.001963530390138278,0.4394453756044092,0.41783540569213795,0
0.2330395582058602,0.1996712485732242,0.153879574863825,0.1916087928321728,0.2349740750751526,0.8979415356273188,0.6978703473377672,0.42331060266774045,0.6495291182373754,0.9095405975236686,0.49737723829247865,0.3291442977710773,0.24126986293241096,0.3214378246159692,0.25648685940680604,0
0.144911901298288,0.1501706354922442,0.1741522610610827,0.1784180359294125,0.1756277212428025,0.15362734153599478,0.2373424569000443,0.6191120001144675,0.6870199456481508,0.6426002227117794,0.7638147362237276,0.10065211475841844,0.6333120647525907,0.6916889855588162,0.1919406693776268,0
